_id,PK,CCR,HIERARCHY,INCIDENTTIME,INCIDENTLOCATION,CLEAREDFLAG,INCIDENTNEIGHBORHOOD,INCIDENTZONE,INCIDENTHIERARCHYDESC,OFFENSES,INCIDENTTRACT,COUNCIL_DISTRICT,PUBLIC_WORKS_DIVISION,X,Y
2823,166856917,17219294,10,2017-11-12T13:35:00,"Forbes Ave & Birmingham Brg Ramp Pittsburgh, PA 15219",N,Bluff,2,TERRORISTIC THREATS,2706 Terroristic Threats. / 2701(a)(3) Simple Assault - Attempts by Physical Menace  / 3736 Reckless Driving,103,,,0,0
2958,166856207,17219292,29,2017-11-12T13:45:00,"2900 Block Zephyr Ave Pittsburgh, PA 15204",N,Sheraden,6,RUNAWAYS - JUVENILE,029 Missing Juvenile,2018,2,5,-80.05195555,40.45481144
2003,166857224,17219221,3,2017-11-12T13:50:00,"E Elizabeth St & Gertrude St Pittsburgh, PA 15207",Y,Hazelwood,4,ROBBERY,"3701 Unattended Motor Vehicle. / 2706 Terroristic Threats. / 5503(a)(3) DISORDERLY CONDUCT - OBSCENE LANG/GEST / 4524 Windshield Obstructions and Wipers. / 1786 Required Financial Responsibility. / 13(a)(31)(i) Marijuana - Possess Small Amt for Personal Use / 5503(a)(2) DISORDERLY CONDUCT - UNREASONABLE NOISE / 3354 Additional Parking Regulations. / 3353 Prohibitions in Specified Places. / 1543 Driving While Operating Privilege is Suspended or Revoked. / 601.04(e)(1) Amplified Noise from a vehicle operated on a public street, alley, etc, at a distance of (75) feet",1515,5,3,-79.94161511,40.40737235
2004,166857277,17219300,6,2017-11-12T14:25:00,"5500 Block Centre Ave Pittsburgh, PA 15232",Y,Shadyside,4,RETAIL THEFT (SHOPLIFTING),3929 Retail Theft.,709,7,2,-79.93643514,40.45663345
2060,166858003,17219364,99,2017-11-12T14:33:00,"1600 Block Davis Ave Pittsburgh, PA 15212",N,Brighton Heights,1,FOUND DRUGS,9017 Found Drugs,2701,1,1,-80.03960304,40.48047801
2005,166857812,17219312,0,2017-11-12T14:46:00,"200 Block East Ohio St Pittsburgh, PA 15212",N,Allegheny Center,1,99,9999 9999 - (Misc. Incident): ,2204,1,1,-80.00366043,40.45302239
2158,166902497,17219901,6,2017-11-12T15:00:00,"2600 Block Century Ave Pittsburgh, PA 15207",N,Central Business District,1,THEFT,3921 Theft by Unlawful Taking or Disposition.,201,5,3,-79.90727301,40.36868693
871,166865819,17219370,0,2017-11-12T15:30:00,"200 Block N Negley Ave Pittsburgh, PA 15206",N,East Liberty,5,99,3304(a)(2) CRIMINAL MISCHIEF- Tamper With Property (So As To Endanger Person or Property),1115,9,2,-79.93012236,40.46456389
689,167078702,17219335,10,2017-11-12T15:48:00,"600 Block 1st Ave Pittsburgh, PA 15219",Y,Manchester,2,SIMPLE ASSAULT,2701 Simple Assault.,201,6,6,-79.99630099,40.43469659
2062,166858509,17219335,10,2017-11-12T15:48:00,"Bidwell St & Sheffield St Pittsburgh, PA 15233",Y,Manchester,2,SIMPLE ASSAULT,2701 Simple Assault. / 3304 Criminal Mischief.,201,6,1,-80.02092353,40.45383873
2252,166858429,17219345,27,2017-11-12T16:00:00,"400 Block N Highland Ave Pittsburgh, PA 15206",N,East Liberty,5,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,1115,9,2,-79.92217164,40.4651578
1251,166858705,17219343,99,2017-11-12T16:05:00,"100 Block Mayflower St Pittsburgh, PA 15206",N,Larimer,5,MISCELLANEOUS FIRE OTHER INVEST CONTINUED,9123 Miscellaneous Fire Other Investigation to Continue,1208,9,2,-79.91609347,40.46429474
2063,166859836,17219355,27,2017-11-12T16:35:00,"Devonshire St & Bayard St Pittsburgh, PA 15213",Y,Shadyside,4,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop. / 627.02(b)(i) Possessing a small amount of marijuana,709,8,2,-79.94542741,40.45138594
463,166859979,17219352,14,2017-11-12T16:40:00,"200 Block Chapin St Pittsburgh, PA 15214",N,Summer Hill,1,CRIM MISCHIEF,3304 Criminal Mischief.,2612,1,1,-80.00802912,40.4886946
2270,166865660,17219361,0,2017-11-12T16:44:00,"5th Ave & Pride St Pittsburgh, PA 15219",N,Bluff,2,99,9999 9999 - (Misc. Incident): ,103,6,3,-79.98505685,40.43854178
2150,166894192,17219864,27,2017-11-12T17:00:00,"Station Square Dr E Pittsburgh, PA 15219",N,South Shore,3,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,1921,2,5,-80.00779466,40.43475206
2959,166860230,17219374,27,2017-11-12T17:06:00,"500 Block N Euclid Ave Pittsburgh, PA 15206",N,East Liberty,5,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,1113,9,2,-79.92520513,40.46676
1252,-2990002787,17219378,10,2017-11-12T17:17:00,"5500 Block Jackson St Pittsburgh, PA 15206",Y,Highland Park,5,SIMPLE ASSAULT,2701 Simple Assault.,1102,7,2,-79.92829187,40.47325753
3050,166858683,17219390,99,2017-11-12T17:18:00,"2500 Block Centre Ave Pittsburgh, PA 15219",N,Terrace Village,2,AIDED CASE,9497 Aided Case,510,6,3,-79.97058741,40.44556158
2233,166861117,17219380,18,2017-11-12T17:31:00,"6600 Block Frankstown Ave Pittsburgh, PA 15206",Y,Larimer,5,STOLEN PROPERTY - OTHER,13(a)(16) Possession of Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession / 13(a)(16) Possession of Controlled Substance,1208,9,2,-79.91088157,40.45922043
2061,166862481,17219411,0,2017-11-12T18:05:00,"700 Block Liberty Ave Pittsburgh, PA 15222",N,Central Business District,2,99,9999 9999 - (Misc. Incident): ,201,6,6,-79.99984634,40.44239042
3052,166863768,17219448,27,2017-11-12T18:30:00,"East Ohio St & Cedar Ave Pittsburgh, PA 15212",N,Allegheny Center,1,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,2204,1,1,-80.00169385,40.45331224
2065,166862231,17219446,27,2017-11-12T19:10:00,"Birmingham Brg Pittsburgh, PA 15203",N,South Side Flats,3,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,1609,,,0,0
1253,166864924,17219440,18,2017-11-12T19:15:00,"Bausman St & Brownsville Rd Pittsburgh, PA 15210",Y,Knoxville,3,STOLEN PROPERTY,13(a)(32) Paraphernalia - Use or Possession / 3334 Turning Movements and Required Signals.,3001,,,-79.9880386,40.41443424
1513,166865516,17219457,0,2017-11-12T19:25:00,"300 Block Orwell Way Pittsburgh, PA 15224",N,Bloomfield,5,99,9999 9999 - (Misc. Incident): ,802,7,2,-79.95160788,40.46242899
3051,166862323,17219431,99,2017-11-12T19:30:00,"200 Block Whitridge St Pittsburgh, PA 15213",Y,Terrace Village,2,AIDED CASE,9497 Aided Case,510,6,3,-79.96755446,40.44005836
1846,166863049,17219463,0,2017-11-12T19:37:00,"1100 Block Voskamp St Pittsburgh, PA 15212",N,Spring Garden,1,99,9998 Overdose Other,2412,1,1,-79.99294148,40.45886944
464,166867250,17219484,6,2017-11-12T19:40:00,"6200 Block Penn Ave Pittsburgh, PA 15206",Y,East Liberty,5,RETAIL THEFT (SHOPLIFTING),3929 Retail Theft. / 3925 Receiving Stolen Property. / 13(a)(16) Possession of Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession / 9501 Bench Warrant / 9501 Bench Warrant / 907 Possessing Instruments of Crime. / 4914 False Identification to Law Enforcement Authorities,1115,8,2,-79.92271679,40.46059432
2720,166866557,17219488,4,2017-11-12T20:38:00,"300 Block Bingham St Pittsburgh, PA 15211",N,West Oakland,3,AGG-ASSAULT,2702 Aggravated Assault. / 2701 Simple Assault. / 5505 Public Drunkenness / 5503(a)(4) DISORDERLY CONDUCT - HAZARDOUS/PHYS. OFF / 5503(a)(1) DISORDERLY CONDUCT - ENGAGE IN FIGHTING,402,3,4,-79.99600058,40.42981796
2068,166867039,17219500,18,2017-11-12T21:06:00,"Brushton Ave & Kelly St Pittsburgh, PA 15221",Y,Homewood South,5,STOLEN PROPERTY,13(a)(31) Marijuana: Possession Small Amount,1304,9,2,-79.88882121,40.45366301
2721,166866740,17219507,18,2017-11-12T21:22:00,"Frankstown Ave & N Homewood Ave Pittsburgh, PA 15208",Y,Homewood North,5,STOLEN PROPERTY - OTHER,13(a)(32) Paraphernalia - Use or Possession / 13(a)(16) Possession of Controlled Substance,1302,9,2,-79.89629786,40.45739668
1847,166866342,17219529,29,2017-11-12T22:05:00,"200 Block Ridge Ave Pittsburgh, PA 15212",N,Allegheny Center,1,RUNAWAYS - JUVENILE,029 Missing Juvenile,2204,1,1,-80.0087389,40.45204221
1848,166866382,17219537,29,2017-11-12T22:05:00,"200 Block Ridge Ave Pittsburgh, PA 15212",N,Allegheny Center,1,RUNAWAYS - JUVENILE,029 Missing Juvenile,2204,1,1,-80.0087389,40.45204221
528,166867157,17219534,0,2017-11-12T22:16:00,"Spring Garden Ave & Madison Ave Pittsburgh, PA 15212",Y,East Allegheny,1,DUI - GENERAL IMPAIRMENT,3802(a)(1) DUI - General Impairment,2304,1,1,-79.99784975,40.4572567
2140,166878620,17219728,27,2017-11-12T23:00:00,"1200 Block Muriel St Pittsburgh, PA 15203",N,South Side Flats,3,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,1702,3,4,-79.98624021,40.42987774
526,166866955,17219564,10,2017-11-12T23:10:00,"1500 Block E Carson St Pittsburgh, PA 15203",N,South Side Flats,3,SIMPLE ASSAULT,2701 Simple Assault.,1702,3,4,-79.98330671,40.42868483
669,166979840,17220664,6,2017-11-12T23:30:00,"6200 Block Penn Ave Pittsburgh, PA 15206",N,East Liberty,5,THEFT,"3924 Theft of Property Lost, Mislaid or Delivered by Mistake.",1115,8,2,-79.92271679,40.46059432
1310,166893065,17219778,6,2017-11-12T23:41:00,"1500 Block Obey Ave Pittsburgh, PA 15205",N,Crafton Heights,6,THEFT FROM AUTO,3921(a) Theft by Unlawful Taking or Disposition - Movable item / 3934 Theft from Vehicle,2815,2,5,-80.05072974,40.44017929
1849,166866534,17219561,0,2017-11-12T23:41:00,"Forbes Ave & Pride St Pittsburgh, PA 15219",N,Bluff,2,99,9998 Overdose Other,103,6,3,-79.98514078,40.43765804
525,166866664,17219562,10,2017-11-12T23:45:00,"1000 Block Allegheny Ave Pittsburgh, PA 15233",Y,Manchester,1,SIMPLE ASSAULT,2701 Simple Assault. / 2709(a) Harassment. / 5503 Disorderly Conduct.,2107,1,1,-80.0191805,40.45256878
1591,166923248,17219562,10,2017-11-12T23:45:00,"600 Block First Ave Pittsburgh, PA 15219",Y,Manchester,1,SIMPLE ASSAULT,2701 Simple Assault. / 2709(a) Harassment. / 5503 Disorderly Conduct.,2107,6,6,-79.99630099,40.43469659
602,166956323,17220516,11,2017-11-12T23:59:00,"100 Block Washington Pl Pittsburgh, PA 15219",N,Central Business District,2,CREDIT CARDS,4106 Access Device Fraud,201,6,6,-79.99195588,40.44096339
968,167062528,17221326,11,2017-11-13T00:01:00,"600 Block East Ohio St Pittsburgh, PA 15212",N,East Allegheny,1,THEFT BY DECEPTION,3922 Theft by Deception. / 4105(a)(1) Bad Checks,2304,1,1,-79.99897476,40.45396982
1850,166867335,17219573,99,2017-11-13T00:15:00,"2700 Block Merwyn Ave Pittsburgh, PA 15204",N,Sheraden,6,MENTAL 201/302,9498 302 (Mental),2018,2,5,-80.04871352,40.45373936
2253,166866966,17219578,18,2017-11-13T00:30:00,"300 Block N Craig St Pittsburgh, PA 15213",Y,North Oakland,4,STOLEN PROPERTY,13(a)(32) Paraphernalia - Use or Possession / 13(a)(31) Marijuana: Possession Small Amount,507,8,3,-79.94938724,40.44559065
2254,166869678,17219579,99,2017-11-13T00:31:00,"500 Block Brownsville Rd Pittsburgh, PA 15210",N,Knoxville,3,MISCELLANEOUS FIRE OTHER INVEST CONTINUED,9123 Miscellaneous Fire Other Investigation to Continue,3001,3,4,-79.98984514,40.41195772
530,166868081,17219576,99,2017-11-13T00:32:00,"900 Block Brookline Blvd Pittsburgh, PA 15226",Y,Brookline,6,BENCH WARRANT ARREST - NO TIE,9501 Bench Warrant / 9501 Bench Warrant,1918,4,4,-80.01918649,40.39287148
532,166869744,17219585,10,2017-11-13T00:43:00,"1500 Block Crucible St Pittsburgh, PA 15220",Y,Crafton Heights,6,SIMPLE ASSAULT,2701 Simple Assault.,2814,2,5,-80.05111326,40.44716839
527,-3073001598,17219590,29,2017-11-13T01:05:00,"3500 Block Sirius St Pittsburgh, PA 15214",N,Summer Hill,1,RUNAWAYS - JUVENILE,029 Missing Juvenile,2612,1,1,-80.00522591,40.48462409
529,166867587,17219591,10,2017-11-13T01:08:00,"20 Block Sylvania Ave Pittsburgh, PA 15210",Y,Beltzhoover,3,SIMPLE ASSAULT,2701 Simple Assault.,1809,3,4,-80.0090469,40.4161439
872,166869802,17219599,6,2017-11-13T01:28:00,"400 Block Smithfield St Pittsburgh, PA 15222",N,Central Business District,2,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,201,6,6,-79.99946609,40.43872176
531,166869509,17219610,26,2017-11-13T02:05:00,"2900 Block Liberty Ave Pittsburgh, PA 15201",N,Polish Hill,2,FALSE RPT LAW ENFORCE AUTH,4906 False Reports to Law Enforcement Authorities. / 3743 Accidents Involving Damage to Attended Veh. or Property,605,7,6,-79.97294655,40.45747018
3027,166870733,17219584,20,2017-11-13T02:36:00,"300 Block Copperfield Ave Pittsburgh, PA 15210",N,Carrick,3,ENDANGER WELFARE OF CHILDREN,4304(a)(1) Endangering Welfare of Children.,2901,4,4,-79.99133676,40.39512115
2070,166870444,17219625,0,2017-11-13T02:50:00,"400 Block 4th Ave New Kensington, PA 15068",N,Outside City,OSC,99,9094 Recovered Stolen Vehicle (OUTSIDE CITY),5599,,,-80.08873252,40.3892382
533,166869834,17219636,0,2017-11-13T02:59:00,"Hamilton Ave & N Murtland St Pittsburgh, PA 15208",N,Homewood West,5,99,9999 9999 - (Misc. Incident): 9999 - (Misc. Incident): ,1207,9,2,-79.9022241,40.45569324
592,166903602,17219694,5,2017-11-13T06:00:00,"80 Block 36th St Pittsburgh, PA 15201",N,Lower Lawrenceville,2,BURGLARY,3502 Burglary.,603,7,2,-79.96816243,40.46649844
2143,166883877,17219753,6,2017-11-13T06:00:00,"200 Block Craft Ave Pittsburgh, PA 15213",N,South Oakland,4,THEFT,3921 Theft by Unlawful Taking or Disposition.,409,6,3,-79.96324615,40.43678782
601,166944463,17220472,6,2017-11-13T06:30:00,"300 Block Homer St Pittsburgh, PA 15212",N,Spring Garden,1,THEFT FROM AUTO,3934 Theft from Vehicle,2412,1,1,-79.98840048,40.46206867
613,167061158,17219685,6,2017-11-13T06:30:00,"Garwood Way & Rosecrans Way Pittsburgh, PA 15201",Y,Central Lawrenceville,2,THEFT FROM AUTO,3934 Theft from Vehicle / 3925 Receiving Stolen Property. / 7512 Criminal Use of Communication,902,7,2,-79.95551601,40.46782201
874,166876140,17219685,6,2017-11-13T06:30:00,"Garwood Way & Rosecrans Way Pittsburgh, PA 15201",Y,Central Lawrenceville,2,THEFT FROM AUTO,3934 Theft from Vehicle,902,7,2,-79.95551601,40.46782201
1308,166884201,17219740,6,2017-11-13T07:00:00,"1100 Block Portland St Pittsburgh, PA 15206",N,Highland Park,5,THEFT,3921 Theft by Unlawful Taking or Disposition.,1102,7,2,-79.92333705,40.47514906
2148,166891062,17219829,6,2017-11-13T07:00:00,"300 Block Aidyl Ave Pittsburgh, PA 15226",N,Brookline,6,THEFT,3921 Theft by Unlawful Taking or Disposition.,1919,4,4,-80.02755636,40.39531671
2255,166873235,17219663,99,2017-11-13T07:00:00,"3900 Block Perrysville Ave Pittsburgh, PA 15214",N,Perry North,1,MISCELLANEOUS FIRE OTHER INVEST CONTINUED,9123 Miscellaneous Fire Other Investigation to Continue,2602,1,1,-80.01811396,40.48961363
3066,166881499,17219751,14,2017-11-13T07:00:00,"100 Block Rinne St Pittsburgh, PA 15210",N,Arlington,3,CRIM MISCHIEF (GRAFFITI),"3304(a)(4) CRIMINAL MISCHIEF- Intentionally Damage Property (By Graffiti, Aerosol Spray Paint, Broad Tip Marker, or Similar)",1603,3,4,-79.96864384,40.41691121
2141,166880337,17219729,27,2017-11-13T07:15:00,"Rialto St & E Ohio St Pittsburgh, PA 15212",N,Troy Hill,1,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,2406,1,1,-79.97965293,40.46495801
778,167145461,17222019,6,2017-11-13T07:30:00,"300 Block Main St Pittsburgh, PA 15201",N,Central Lawrenceville,2,THEFT FROM AUTO,3934 Theft from Vehicle,902,7,2,-79.95794436,40.46737503
2071,166874013,17219707,6,2017-11-13T07:45:00,"Milgate St & Friendship Ave Pittsburgh, PA 15224",N,Bloomfield,5,THEFT FROM AUTO,3934 Theft from Vehicle,903,7,2,-79.95167714,40.46548091
2073,166877184,17219718,14,2017-11-13T08:00:00,"2300 Block Spokane Ave Pittsburgh, PA 15210",N,Carrick,3,CRIM MISCHIEF,3304 Criminal Mischief.,2904,4,4,-79.9894503,40.38812591
3136,166912981,17220073,14,2017-11-13T08:10:00,"30 Block Stewart Ave Pittsburgh, PA 15227",Y,Carrick,3,CRIMINAL MISCHIEF,3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another,2904,4,4,-79.97816972,40.38282914
2334,166944212,17220475,6,2017-11-13T08:15:00,"1100 Block Termon Ave Pittsburgh, PA 15212",N,Brighton Heights,1,THEFT,"3924 Theft of Property Lost, Mislaid or Delivered by Mistake.",2708,1,1,-80.03037891,40.48368679
2156,166900187,17219918,27,2017-11-13T08:30:00,"Gibson St & Marlow St Pittsburgh, PA 15220",N,Elliott,6,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,2020,2,5,-80.0382659,40.44409879
1557,-2745004798,17219733,99,2017-11-13T08:56:00,"100 Block Parkhurst St Pittsburgh, PA 15212",N,Central North Side,1,FALSE BURGLAR ALARM,9488 False  Burglar Alarm,2206,1,1,-80.0059023,40.45688813
1162,-2761034759,17219735,0,2017-11-13T09:00:00,"700 Block Wilkinsburg Ave Pittsburgh, PA 15221",Y,East Hills,5,99,2709(a)(5) Harassment Communicates Repeatedly in Anonymous Manner,1306,9,2,-79.87601039,40.4548649
2147,166889628,17219814,0,2017-11-13T09:16:00,"Kirkpatrick St Pittsburgh, PA 15219",Y,Terrace Village,2,99,9999 9999 - (Misc. Incident): ,511,,,0,0
1163,166889633,17219752,10,2017-11-13T09:30:00,"100 Block S 16th St Pittsburgh, PA 15203",Y,South Side Flats,3,TERRORISTIC THREATS,2706 Terroristic Threats. / 2709(b) Stalking,1702,3,4,-79.98310596,40.42843857
2142,166883589,17219755,11,2017-11-13T09:46:00,"7200 Block Mt Vernon St Pittsburgh, PA 15208",N,Homewood North,5,THEFT BY DECEPTION,3922 Theft by Deception.,1302,9,2,-79.89442211,40.46118212
504,-2848056879,17219944,14,2017-11-13T10:00:00,"Antrim St & Savoy St Pittsburgh, PA 15212",N,Brighton Heights,1,CRIM MISCHIEF,3304 Criminal Mischief.,2703,1,1,-80.03710172,40.47540528
1361,166890111,17219770,10,2017-11-13T10:00:00,"50 Block Llewellyn Pl Pittsburgh, PA 15212",N,Spring Hill-City View,1,HARRASSMENT,2709 Harassment (Non-Specific) / 3926.C1 THEFT OF SERVICES,2620,9,2,-79.90997807,40.46188003
1559,-3040001804,17219787,5,2017-11-13T10:00:00,"100 Block Charles St Pittsburgh, PA 15210",N,Knoxville,3,BURGLARY,3502 Burglary.,3001,3,4,-79.98815784,40.41659309
2145,166884483,17219766,11,2017-11-13T10:14:00,"7200 Block Tioga St Pittsburgh, PA 15208",N,Homewood South,5,IDENTITY THEFT,4120 Identity Theft,1303,9,2,-79.89778604,40.45421909
1359,166887019,17219796,17,2017-11-13T10:58:00,Zone 3,N,,3,SEXUAL ABUSE OF CHILDREN,6312 Sexual Abuse of Children.,,,,,
2151,166894807,17219866,0,2017-11-13T11:00:00,"1700 Block E Carson St Pittsburgh, PA 15203",N,South Side Flats,3,99,9999 9999 - (Misc. Incident): Suspicious Activity,1702,3,4,-79.98186901,40.4285852
2694,166886199,17219781,6,2017-11-13T11:00:00,"5400 Block Broad St Pittsburgh, PA 15206",N,Garfield,5,THEFT,3921 Theft by Unlawful Taking or Disposition.,1114,9,2,-79.93580386,40.46541212
2333,166933834,17220425,0,2017-11-13T11:15:00,"5200 Block Baum Blvd Pittsburgh, PA 15224",Y,Bloomfield,5,99,9999 9999 - (Misc. Incident): Negligent Towing/Civil Issue,804,7,2,-79.94155772,40.45558486
534,166891416,17219804,99,2017-11-13T11:25:00,"600 Block Ridge Pl Pittsburgh, PA 15212",N,North Shore,1,MISCELLANEOUS FIRE OTHER INVEST CONTINUED,9123 Miscellaneous Fire Other Investigation to Continue,2205,1,1,-80.01177661,40.45110345
595,166914985,17220141,6,2017-11-13T11:30:00,"5800 Block Howe St Pittsburgh, PA 15232",N,Shadyside,4,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,706,8,2,-79.92809462,40.4518362
502,166903862,17219964,6,2017-11-13T12:00:00,"100 Block Dilworth St Pittsburgh, PA 15211",N,Mount Washington,3,THEFT,3921 Theft by Unlawful Taking or Disposition.,1914,2,5,-80.01157723,40.42548237
540,166893806,17219833,10,2017-11-13T12:00:00,"4th Ave & Smithfield St Pittsburgh, PA 15222",N,Central Business District,2,SIMPLE ASSAULT,2701 Simple Assault.,201,6,6,-79.99954394,40.43872472
545,166946726,17220434,11,2017-11-13T12:00:00,"1200 Block Western Ave Pittsburgh, PA 15233",N,Chateau,1,CREDIT CARDS,4106 Access Device Fraud,2108,6,1,-80.02196514,40.45120975
1165,166902049,17219845,27,2017-11-13T12:13:00,"Chestnut St & East Ohio St Pittsburgh, PA 15212",N,East Allegheny,1,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,2304,1,1,-79.99446527,40.45485255
2149,166892875,17219855,0,2017-11-13T12:20:00,"100 Block Wabash St Pittsburgh, PA 15220",N,West End,6,99,9999 9999 - (Misc. Incident): IRS Scam Phone Call,2019,2,5,-80.03461426,40.43821952
3028,166906532,17219853,99,2017-11-13T12:27:00,"600 Block East End Ave Pittsburgh, PA 15221",Y,Regent Square,4,MENTAL 201/302,9498 302 (Mental),1410,9,3,-79.89667516,40.43955966
926,167030486,17221112,27,2017-11-13T12:30:00,"3800 Block Bigelow Blvd Pittsburgh, PA 15213",N,Upper Hill,2,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,506,6,3,-79.95511098,40.45687624
501,-3134001411,17219878,27,2017-11-13T12:40:00,"Halket St & Euler Way Pittsburgh, PA 15213",N,Central Oakland,4,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,405,6,3,-79.96166685,40.43880784
1169,166910753,17220014,0,2017-11-13T12:43:00,"5500 Block Black St Pittsburgh, PA 15206",Y,East Liberty,5,99,9093 Indirect Criminal Contempt,1113,9,2,-79.92987748,40.46938767
1408,166902620,17219900,0,2017-11-13T13:30:00,"2100 Block Watson St Pittsburgh, PA 15219",N,Bluff,2,99,9998 Overdose Other,103,6,3,-79.97588296,40.43764793
